Feature_ID,Accession,Has_Contaminant_Flag,All_Reverse_Flag,Cow_Contaminant_Flag,Accession_RNA,Accession_Protein,GeneID,Symbol,Alias,Type,Location,Description
7804,XP_011513446.1;XP_011513445.1,0,0,0,XM_011515143 XM_011515144,XP_011513445 XP_011513446,154664,ABCA13,---,protein-coding,7p12.3,ATP binding cassette subfamily A member 13
7805,XP_016869216.1;XP_011515873.2;NP_001007068.1;NP_005616.2;NP_001007069.1,0,0,0,NM_001007067 NM_001007068 NM_005625 XM_011517571 XM_017013727,NP_001007068 NP_001007069 NP_005616 XP_011515873 XP_016869216,6386,SDCBP,MDA-9 MDA9 ST1 SYCL TACIP18,protein-coding,8q12.1,syndecan binding protein
7806,NP_061882.2,0,0,0,NM_019009,NP_061882,54472,TOLLIP,IL-1RAcPIP,protein-coding,11p15.5,toll interacting protein
7807,XP_016855799.1;XP_016855798.1,0,0,0,XM_017000309 XM_017000310,XP_016855798 XP_016855799,127833,SYT2,CMS7 MYSPC SytII,protein-coding,1q32.1,synaptotagmin 2
7808,NP_006805.2;NP_848693.2,0,0,0,NM_006814 NM_178578,NP_006805 NP_848693,9491,PSMF1,PI31,protein-coding,20p13,proteasome inhibitor subunit 1
7809,NP_001001433.1;NP_001128244.1;NP_001128245.1;NP_003754.2,0,0,0,NM_001001433 NM_001134772 NM_001134773 NM_003763,NP_001001433 NP_001128244 NP_001128245 NP_003754,8675,STX16,SYN16,protein-coding,20q13.32,syntaxin 16
7810,NP_057701.1,0,0,0,NM_016617,NP_057701,51569,UFM1,BM-002 C13orf20,protein-coding,13q13.3,ubiquitin fold modifier 1
7811,NP_001129101.1,0,0,0,NM_001135629,NP_001129101,129285,PPP1R21,CCDC128 KLRAQ1,protein-coding,2p16.3,protein phosphatase 1 regulatory subunit 21
7812,XP_005265852.1,0,0,0,XM_005265795,XP_005265852,10636,RGS14,---,protein-coding,5q35.3,regulator of G-protein signaling 14
7813,XP_011509323.1,0,0,0,XM_011511021,XP_011509323,2863,GPR39,---,protein-coding,2q21.2,G-protein-coupled receptor 39
7814,NP_002072.2,0,0,0,NM_002081,NP_002072,2817,GPC1,glypican,protein-coding,2q37.3,glypican 1
7815,XP_011536789.1;XP_016874958.1,0,0,0,XM_011538487 XM_017019469,XP_011536789 XP_016874958,5213,PFKM,ATP-PFK GSD7 PFK-1 PFK1 PFKA PFKX PPP1R122,protein-coding,12q13.11,"phosphofructokinase, muscle"
7816,NP_009057.1,0,0,0,NM_007126,NP_009057,7415,VCP,ALS14 CDC48 CMT2Y HEL-220 HEL-S-70 IBMPFD IBMPFD1 TERA p97,protein-coding,9p13.3,valosin containing protein
7817,NP_057141.1;NP_001258665.1,0,0,0,NM_001271736 NM_016057,NP_001258665 NP_057141,22818,COPZ1,CGI-120 COPZ HSPC181 zeta-COP zeta1-COP,protein-coding,12q13.13,coatomer protein complex subunit zeta 1
7818,NP_001186275.1;NP_001030177.1,0,0,0,NM_001035005 NM_001199346,NP_001030177 NP_001186275,497661,C18orf32,---,protein-coding,18q21.1,chromosome 18 open reading frame 32
7819,NP_005960.1,0,0,0,NM_005969,NP_005960,4676,NAP1L4,NAP1L4b NAP2 NAP2L hNAP2,protein-coding,11p15.4,nucleosome assembly protein 1 like 4
7820,NP_056324.2,0,0,0,NM_015509,NP_056324,25977,NECAP1,EIEE21,protein-coding,12p13.31,NECAP endocytosis associated 1
7821,NP_851939.1,0,0,0,NM_181342,NP_851939,51661,FKBP7,FKBP23 PPIase,protein-coding,2q31.2,FK506 binding protein 7
7822,NP_072097.2,0,0,0,NM_022575,NP_072097,64601,VPS16,hVPS16,protein-coding,20p13,"VPS16, CORVET/HOPS core subunit"
7823,NP_003961.3,0,0,0,NM_003970,NP_003961,9172,MYOM2,TTNAP,protein-coding,8p23.3,myomesin 2
7824,XP_016870410.1;XP_006717245.1,0,0,0,XM_006717182 XM_017014921,XP_006717245 XP_016870410,55755,CDK5RAP2,C48 Cep215 MCPH3,protein-coding,9q33.2,CDK5 regulatory subunit associated protein 2
7825,XP_011512889.1,0,0,0,XM_011514587,XP_011512889,3833,KIFC1,HSET KNSL2,protein-coding,6p21.32,kinesin family member C1
7826,NP_000659.2,0,0,0,NM_000668,NP_000659,125,ADH1B,ADH2 HEL-S-117,protein-coding,4q23,"alcohol dehydrogenase 1B (class I), beta polypeptide"
7827,NP_002077.1,0,0,0,NM_002086,NP_002077,2885,GRB2,ASH EGFRBP-GRB2 Grb3-3 MST084 MSTP084 NCKAP2,protein-coding,17q25.1,growth factor receptor bound protein 2
7828,NP_598368.2;XP_011527808.1;XP_006724044.1;XP_011527806.1,0,0,0,NM_133635 XM_006723981 XM_011529504 XM_011529506,NP_598368 XP_006724044 XP_011527806 XP_011527808,23275,POFUT2,C21orf80 FUT13,protein-coding,21q22.3,protein O-fucosyltransferase 2
7829,NP_001139685.2;NP_001139686.1,0,0,0,NM_001146213 NM_001146214,NP_001139685 NP_001139686,64786,TBC1D15,RAB7-GAP,protein-coding,12q21.1,TBC1 domain family member 15
7830,NP_001890.1,0,0,0,NM_001899,NP_001890,1472,CST4,---,protein-coding,20p11.21,cystatin S
7831,XP_005246875.1;XP_005246876.1;NP_006278.1;XP_006712783.1;XP_011510009.1;XP_011510010.1;XP_011510011.1,0,0,0,NM_006287 XM_005246818 XM_005246819 XM_006712720 XM_011511707 XM_011511708 XM_011511709,NP_006278 XP_005246875 XP_005246876 XP_006712783 XP_011510009 XP_011510010 XP_011510011,7035,TFPI,EPI LACI TFI TFPI1,protein-coding,2q32.1,tissue factor pathway inhibitor
7832,REV__XP_016855804.1,0,2,0,---,---,---,---,---,---,---,---
7833,NP_009133.2;XP_016879560.1,0,0,0,NM_007202 XM_017024071,NP_009133 XP_016879560,11216,AKAP10,AKAP-10 D-AKAP-2 D-AKAP2 PRKA10,protein-coding,17p11.2,A-kinase anchoring protein 10
7834,NP_055230.2;XP_011510991.1,0,0,0,NM_014415 XM_011512689,NP_055230 XP_011510991,27107,ZBTB11,ZNF-U69274 ZNF913,protein-coding,3q12.3,zinc finger and BTB domain containing 11
7835,NP_001276026.1,0,0,0,NM_001289097,NP_001276026,84962,AJUBA,JUB,protein-coding,14q11.2,ajuba LIM protein
7836,NP_065773.1;XP_005265809.1;XP_011532699.1;XP_016863963.1;XP_005265813.1;XP_005265812.1;XP_006714108.1,0,0,0,NM_020722 XM_005265752 XM_005265755 XM_005265756 XM_006714045 XM_011534397 XM_017008474,NP_065773 XP_005265809 XP_005265812 XP_005265813 XP_006714108 XP_011532699 XP_016863963,57482,KIAA1211,---,protein-coding,4q12,KIAA1211
7837,NP_009121.1;XP_005269526.1;XP_005269527.1;XP_016871099.1,0,0,0,NM_007190 XM_005269469 XM_005269470 XM_017015610,NP_009121 XP_005269526 XP_005269527 XP_016871099,11196,SEC23IP,MSTP053 P125 P125A,protein-coding,10q26.11-q26.12,SEC23 interacting protein
7838,NP_004556.1;XP_011539882.1;XP_011539879.1;XP_011539881.1;XP_011539880.1,0,0,0,NM_004565 XM_011541577 XM_011541578 XM_011541579 XM_011541580,NP_004556 XP_011539879 XP_011539880 XP_011539881 XP_011539882,5195,PEX14,NAPP2 PBD13A Pex14p dJ734G22.2,protein-coding,1p36.22,peroxisomal biogenesis factor 14
7839,NP_006685.1,0,0,0,NM_006694,NP_006685,10899,JTB,HJTB HSPC222 PAR hJT,protein-coding,1q21.3,jumping translocation breakpoint
7840,NP_057123.1,0,0,0,NM_016039,NP_057123,51637,C14orf166,CGI-99 CGI99 CLE CLE7 LCRP369 RLLM1 hCLE1,protein-coding,14q22.1,chromosome 14 open reading frame 166
7841,NP_001308038.1;NP_001308039.1,0,0,0,NM_001321109 NM_001321110,NP_001308038 NP_001308039,79137,FAM134A,C2orf17 MAG-2,protein-coding,2q35,family with sequence similarity 134 member A
7842,NP_002802.2,0,0,0,NM_002811,NP_002802,5713,PSMD7,MOV34 P40 Rpn8 S12,protein-coding,16q23.1,"proteasome 26S subunit, non-ATPase 7"
7843,NP_001002814.2,0,0,0,NM_001002814,NP_001002814,80223,RAB11FIP1,NOEL1A RCP rab11-FIP1,protein-coding,8p11.23,RAB11 family interacting protein 1
7844,XP_005271157.1;NP_002950.3,0,0,0,NM_002959 XM_005271100,NP_002950 XP_005271157,6272,SORT1,Gp95 LDLCQ6 NT3 NTR3,protein-coding,1p13.3|1p21.3-p13.1,sortilin 1
7845,XP_005245905.1;XP_005245906.1;XP_005245907.1;XP_005245908.1;XP_005245909.1;NP_001025053.1;XP_011539557.1;XP_011539558.1;XP_011539559.1,0,0,0,NM_001029882 XM_005245848 XM_005245849 XM_005245850 XM_005245851 XM_005245852 XM_011541255 XM_011541256 XM_011541257,NP_001025053 XP_005245905 XP_005245906 XP_005245907 XP_005245908 XP_005245909 XP_011539557 XP_011539558 XP_011539559,27245,AHDC1,MRD25,protein-coding,1p36.11-p35.3,AT-hook DNA binding motif containing 1
7846,XP_011533477.1;NP_853536.2;XP_011533475.1;XP_016876171.1;XP_016876169.1;XP_016876170.1;XP_011533476.1;NP_002906.1,0,0,0,NM_002915 NM_181558 XM_011535173 XM_011535174 XM_011535175 XM_017020680 XM_017020681 XM_017020682,NP_002906 NP_853536 XP_011533475 XP_011533476 XP_011533477 XP_016876169 XP_016876170 XP_016876171,5983,RFC3,RFC38,protein-coding,13q13.2,replication factor C subunit 3
7847,NP_061332.2,0,0,0,NM_018844,NP_061332,55973,BCAP29,BAP29,protein-coding,7q22.3,B-cell receptor associated protein 29
7848,NP_001008405.1;XP_006716114.1;XP_011514708.1,0,0,0,NM_001008405 XM_006716051 XM_011516406,NP_001008405 XP_006716114 XP_011514708,55973,BCAP29,BAP29,protein-coding,7q22.3,B-cell receptor associated protein 29
7849,XP_016867925.1,0,0,0,XM_017012436,XP_016867925,55973,BCAP29,BAP29,protein-coding,7q22.3,B-cell receptor associated protein 29
7850,REV__NP_001843.1,0,2,0,---,---,---,---,---,---,---,---
7851,NP_775823.1,0,0,0,NM_173552,NP_775823,205428,C3orf58,DIA1 GoPro49 HASF,protein-coding,3q24,chromosome 3 open reading frame 58
7852,NP_002196.4,0,0,0,NM_002205,NP_002196,3678,ITGA5,CD49e FNRA VLA-5 VLA5A,protein-coding,12q13.13,integrin subunit alpha 5
7853,NP_059830.1,0,0,0,NM_017491,NP_059830,9948,WDR1,AIP1 HEL-S-52 NORI-1,protein-coding,4p16.1,WD repeat domain 1
7854,REV__NP_001309109.1,0,2,0,---,---,---,---,---,---,---,---
7855,NP_808881.3,0,0,0,NM_177966,NP_808881,201626,PDE12,2'-PDE 2-PDE,protein-coding,3p14.3,phosphodiesterase 12
7856,NP_001121077.1;NP_000226.2;NP_001275908.1,0,0,0,NM_000235 NM_001127605 NM_001288979,NP_000226 NP_001121077 NP_001275908,3988,LIPA,CESD LAL,protein-coding,10q23.31,"lipase A, lysosomal acid type"
7857,NP_001387.2;XP_006724039.1;XP_006724040.1;XP_006724041.1;XP_011527785.1;XP_016883773.1;XP_016883774.1;NP_569120.1;XP_006724042.1;NP_569122.1;NP_567824.1;XP_011527784.1;XP_011527786.1;XP_016883775.1;XP_011527787.1,0,0,0,NM_001396 NM_101395 NM_130436 NM_130438 XM_006723976 XM_006723977 XM_006723978 XM_006723979 XM_011529482 XM_011529483 XM_011529484 XM_011529485 XM_017028284 XM_017028285 XM_017028286,NP_001387 NP_567824 NP_569120 NP_569122 XP_006724039 XP_006724040 XP_006724041 XP_006724042 XP_011527784 XP_011527785 XP_011527786 XP_011527787 XP_016883773 XP_016883774 XP_016883775,1859,DYRK1A,DYRK DYRK1 HP86 MNB MNBH MRD7,protein-coding,21q22.13,dual specificity tyrosine phosphorylation regulated kinase 1A
7858,NP_001155199.1;NP_001155200.1;NP_001155201.1;NP_000291.1,0,0,0,NM_000300 NM_001161727 NM_001161728 NM_001161729,NP_000291 NP_001155199 NP_001155200 NP_001155201,5320,PLA2G2A,MOM1 PLA2 PLA2B PLA2L PLA2S PLAS1 sPLA2,protein-coding,1p36.13,phospholipase A2 group IIA
7859,NP_112196.3,0,0,0,NM_030934,NP_112196,81627,TRMT1L,C1orf25 MST070 MSTP070 TRM1L bG120K12.3,protein-coding,1q25.3,tRNA methyltransferase 1 like
7860,NP_001003803.1;XP_011534951.1;XP_011534954.1;XP_016876709.1;XP_005267594.1;XP_011534955.1,0,0,0,NM_001003803 XM_005267537 XM_011536649 XM_011536652 XM_011536653 XM_017021220,NP_001003803 XP_005267594 XP_011534951 XP_011534954 XP_011534955 XP_016876709,27109,ATP5S,ATPW FB HSU79253,protein-coding,14q21.3,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit s (factor B)"
7861,NP_001073153.1;NP_065177.2;NP_001073152.1;XP_005265998.1;XP_005266003.1;NP_001274265.1;XP_016865142.1;XP_005266002.1;XP_016865140.1;NP_001274264.1;XP_011532897.1;XP_011532898.1,0,0,0,NM_001079684 NM_001079685 NM_001287335 NM_001287336 NM_020444 XM_005265941 XM_005265945 XM_005265946 XM_011534595 XM_011534596 XM_017009651 XM_017009653,NP_001073152 NP_001073153 NP_001274264 NP_001274265 NP_065177 XP_005265998 XP_005266002 XP_005266003 XP_011532897 XP_011532898 XP_016865140 XP_016865142,57179,KIAA1191,p33MONOX p60MONOX,protein-coding,5q35.2,KIAA1191
7862,XP_011508518.1,0,0,0,XM_011510216,XP_011508518,9898,UBAP2L,NICE-4 NICE4,protein-coding,1q21.3,ubiquitin associated protein 2 like
7863,XP_016858478.1;XP_016858479.1;NP_001120792.1;XP_005245731.1,0,0,0,NM_001127320 XM_005245674 XM_017002989 XM_017002990,NP_001120792 XP_005245731 XP_016858478 XP_016858479,9898,UBAP2L,NICE-4 NICE4,protein-coding,1q21.3,ubiquitin associated protein 2 like
7864,XP_011541355.1;XP_011541356.1;XP_016873965.1,0,0,0,XM_011543053 XM_011543054 XM_017018476,XP_011541355 XP_011541356 XP_016873965,85459,CEP295,KIAA1731,protein-coding,11q21,centrosomal protein 295
7865,NP_061830.3,0,0,0,NM_018957,NP_061830,23616,SH3BP1,ARHGAP43 BGIN,protein-coding,22q13.1,SH3 domain binding protein 1
7866,NP_079348.1,0,0,0,NM_025072,NP_079348,80142,PTGES2,C9orf15 GBF-1 GBF1 PGES2 mPGES-2,protein-coding,9q34.11,prostaglandin E synthase 2
7867,NP_859066.1;XP_005245003.1,0,0,0,NM_181715 XM_005244946,NP_859066 XP_005245003,200186,CRTC2,TORC-2 TORC2,protein-coding,1q21.3,CREB regulated transcription coactivator 2
7868,NP_001439.2,0,0,0,NM_001448,NP_001439,2239,GPC4,K-glypican,protein-coding,Xq26.2,glypican 4
7869,XP_011521282.2,0,0,0,XM_011522980,XP_011521282,23659,PLA2G15,ACS GXVPLA2 LLPL LPLA2 LYPLA3,protein-coding,16q22.1,phospholipase A2 group XV
7870,XP_016857515.1;XP_005277475.1,0,0,0,XM_005277418 XM_017002026,XP_005277475 XP_016857515,607,BCL9,LGS,protein-coding,1q21.2,B-cell CLL/lymphoma 9
7871,XP_016861118.1;XP_016861117.1;XP_016861116.1;XP_006713010.1;XP_006713016.1;XP_016861106.1;XP_005264884.1;XP_016861115.1;NP_006668.1;XP_016861114.1;XP_005264887.1;XP_016861105.1;XP_016861104.1;XP_006713009.1;XP_016861112.1;XP_016861110.1;XP_006713012.1;NP_001186089.1;XP_005264882.1;XP_005264883.1;XP_005264880.1;XP_005264881.1,0,0,0,NM_001199160 NM_006677 XM_005264823 XM_005264824 XM_005264825 XM_005264826 XM_005264827 XM_005264830 XM_006712946 XM_006712947 XM_006712949 XM_006712953 XM_017005615 XM_017005616 XM_017005617 XM_017005621 XM_017005623 XM_017005625 XM_017005626 XM_017005627 XM_017005628 XM_017005629,NP_001186089 NP_006668 XP_005264880 XP_005264881 XP_005264882 XP_005264883 XP_005264884 XP_005264887 XP_006713009 XP_006713010 XP_006713012 XP_006713016 XP_016861104 XP_016861105 XP_016861106 XP_016861110 XP_016861112 XP_016861114 XP_016861115 XP_016861116 XP_016861117 XP_016861118,10869,USP19,ZMYND9,protein-coding,3p21.31,ubiquitin specific peptidase 19
7872,REV__XP_016884943.1,0,2,0,---,---,---,---,---,---,---,---
7873,NP_001284505.1;NP_003759.1;XP_006711662.1;NP_001284506.1,0,0,0,NM_001297576 NM_001297577 NM_003768 XM_006711599,NP_001284505 NP_001284506 NP_003759 XP_006711662,8682,PEA15,HMAT1 HUMMAT1H MAT1 MAT1H PEA-15 PED,protein-coding,1q23.2,phosphoprotein enriched in astrocytes 15
7874,NP_003945.2;XP_011523743.1,0,0,0,NM_003954 XM_011525441,NP_003945 XP_011523743,9020,MAP3K14,FTDCR1B HS HSNIK NIK,protein-coding,17q21.31,mitogen-activated protein kinase kinase kinase 14
7875,REV__XP_016876590.1,0,2,0,---,---,---,---,---,---,---,---
7876,NP_001291348.1,0,0,0,NM_001304419,NP_001291348,392843,IQCA1L,IQCA1P1,protein-coding,7q36.1,IQ motif containing with AAA domain 1 like
7877,REV__XP_005245540.1,0,2,0,---,---,---,---,---,---,---,---
7878,NP_055066.1;NP_001153682.1;XP_006715894.1,0,0,0,NM_001160210 NM_014251 XM_006715831,NP_001153682 NP_055066 XP_006715894,10165,SLC25A13,ARALAR2 CITRIN CTLN2,protein-coding,7q21.3,solute carrier family 25 member 13
7879,NP_003085.1,0,0,0,NM_003094,NP_003085,6635,SNRPE,HYPT11 SME Sm-E snRNP-E,protein-coding,1q32.1,small nuclear ribonucleoprotein polypeptide E
7880,NP_000334.1;NP_001243243.1,0,0,0,NM_000343 NM_001256314,NP_000334 NP_001243243,6523,SLC5A1,D22S675 NAGT SGLT1,protein-coding,22q12.3,solute carrier family 5 member 1
7881,NP_001027581.1,0,0,0,NM_001032409,NP_001027581,4938,OAS1,E18/E16 IFI-4 OIAS OIASI,protein-coding,12q24.13,2'-5'-oligoadenylate synthetase 1
7882,REV__NP_001310195.1,0,2,0,---,---,---,---,---,---,---,---
7883,NP_003120.2,0,0,0,NM_003129,NP_003120,6713,SQLE,---,protein-coding,8q24.13,squalene epoxidase
7884,XP_005262425.1;NP_653259.3,0,0,0,NM_144658 XM_005262368,NP_653259 XP_005262425,139818,DOCK11,ACG ZIZ2 bB128O4.1,protein-coding,Xq24,dedicator of cytokinesis 11
7885,XP_011544157.1,0,0,0,XM_011545855,XP_011544157,400506,KNOP1,101F10.1 C16orf88 FAM191A TSG118,protein-coding,16p12.3,lysine rich nucleolar protein 1
7886,XP_016865580.1;XP_016865581.1;NP_055548.3;NP_001098721.1;XP_005248689.1;NP_001271165.1;XP_011542055.1,0,0,0,NM_001105251 NM_001284236 NM_014733 XM_005248632 XM_011543753 XM_017010091 XM_017010092,NP_001098721 NP_001271165 NP_055548 XP_005248689 XP_011542055 XP_016865580 XP_016865581,9765,ZFYVE16,PPP1R69,protein-coding,5q14.1,zinc finger FYVE-type containing 16
7887,NP_689939.1,0,0,0,NM_152726,NP_689939,221154,MICU2,1110008L20Rik EFHA1,protein-coding,13q12.11,mitochondrial calcium uptake 2
7888,NP_006274.2;XP_011542936.1,0,0,0,NM_006283 XM_011544634,NP_006274 XP_011542936,6867,TACC1,Ga55,protein-coding,8p11.22,transforming acidic coiled-coil containing protein 1
7889,NP_001960.2;NP_892116.2,0,0,0,NM_001969 NM_183004,NP_001960 NP_892116,1983,EIF5,EIF-5 EIF-5A,protein-coding,14q32.32,eukaryotic translation initiation factor 5
7890,NP_001609.2,0,0,0,NM_001618,NP_001609,142,PARP1,ADPRT ADPRT-1 ADPRT1 ARTD1 PARP PARP-1 PPOL pADPRT-1,protein-coding,1q42.12,poly(ADP-ribose) polymerase 1
7891,NP_001035009.1;XP_016874440.1;XP_016874441.1;XP_016874442.1;XP_016874433.1;XP_016874434.1;XP_016874437.1;XP_011519224.1;XP_011519225.1;XP_016874438.1;XP_016874439.1;NP_597733.2;XP_016874430.1;XP_016874431.1;XP_016874432.1;NP_001129206.1;XP_016874435.1;XP_016874436.1;XP_011519219.1;XP_011519220.1;XP_011519221.1;XP_011519222.1;XP_011519223.1;XP_016874443.1;XP_006719032.1,0,0,0,NM_001039920 NM_001135734 NM_133476 XM_006718969 XM_011520917 XM_011520918 XM_011520919 XM_011520920 XM_011520921 XM_011520922 XM_011520923 XM_017018941 XM_017018942 XM_017018943 XM_017018944 XM_017018945 XM_017018946 XM_017018947 XM_017018948 XM_017018949 XM_017018950 XM_017018951 XM_017018952 XM_017018953 XM_017018954,NP_001035009 NP_001129206 NP_597733 XP_006719032 XP_011519219 XP_011519220 XP_011519221 XP_011519222 XP_011519223 XP_011519224 XP_011519225 XP_016874430 XP_016874431 XP_016874432 XP_016874433 XP_016874434 XP_016874435 XP_016874436 XP_016874437 XP_016874438 XP_016874439 XP_016874440 XP_016874441 XP_016874442 XP_016874443,171017,ZNF384,CAGH1 CAGH1A CIZ ERDA2 NMP4 NP TNRC1,protein-coding,12p13.31,zinc finger protein 384
7892,NP_001276674.1;NP_001276675.1;NP_002037.2,0,0,0,NM_001289745 NM_001289746 NM_002046,NP_001276674 NP_001276675 NP_002037,2597,GAPDH,G3PD GAPD HEL-S-162eP,protein-coding,12p13.31,glyceraldehyde-3-phosphate dehydrogenase
7893,NP_872590.1;NP_002583.1,0,0,0,NM_002592 NM_182649,NP_002583 NP_872590,5111,PCNA,ATLD2,protein-coding,20p12.3,proliferating cell nuclear antigen
7894,NP_000934.1,0,0,0,NM_000943,NP_000934,5480,PPIC,CYPC,protein-coding,5q23.2,peptidylprolyl isomerase C
7895,NP_003913.3;XP_016878194.1;XP_016878191.1;XP_016878193.1;XP_016878192.1;XP_016878190.1;XP_016878188.1;XP_016878189.1,0,0,0,NM_003922 XM_017022699 XM_017022700 XM_017022701 XM_017022702 XM_017022703 XM_017022704 XM_017022705,NP_003913 XP_016878188 XP_016878189 XP_016878190 XP_016878191 XP_016878192 XP_016878193 XP_016878194,8925,HERC1,MDFPMR p532 p619,protein-coding,15q22.31,HECT and RLD domain containing E3 ubiquitin protein ligase family member 1
7896,NP_659494.2,0,0,0,NM_145057,NP_659494,148170,CDC42EP5,Borg3 CEP5,protein-coding,19q13.42,CDC42 effector protein 5
7897,XP_005247115.1;XP_005247116.1;NP_005679.2;XP_011510616.1,0,0,0,NM_005688 XM_005247058 XM_005247059 XM_011512314,NP_005679 XP_005247115 XP_005247116 XP_011510616,10057,ABCC5,ABC33 EST277145 MOAT-C MOATC MRP5 SMRP pABC11,protein-coding,3q27.1,ATP binding cassette subfamily C member 5
7898,REV__XP_016874199.1,0,2,0,---,---,---,---,---,---,---,---
7899,NP_000296.2,0,0,0,NM_000305,NP_000296,5445,PON2,---,protein-coding,7q21.3,paraoxonase 2
7900,NP_001309303.1;NP_001309302.1;NP_001309305.1;NP_001309304.1;XP_016858595.1;XP_016858596.1;XP_016858597.1;XP_016858598.1,0,0,0,NM_001322373 NM_001322374 NM_001322375 NM_001322376 XM_017003106 XM_017003107 XM_017003108 XM_017003109,NP_001309302 NP_001309303 NP_001309304 NP_001309305 XP_016858595 XP_016858596 XP_016858597 XP_016858598,100505876,CEBPZOS,CEBPZ-AS1,protein-coding,2p22.2,CEBPZ opposite strand
7901,XP_006711491.1;NP_060648.2,0,0,0,NM_018178 XM_006711428,NP_060648 XP_006711491,55204,GOLPH3L,GPP34R,protein-coding,1q21.3,golgi phosphoprotein 3 like
7902,NP_001503.1;XP_005249092.1,0,0,0,NM_001512 XM_005249035,NP_001503 XP_005249092,2941,GSTA4,GSTA4-4 GTA4,protein-coding,6p12.2,glutathione S-transferase alpha 4
7903,NP_037520.1,0,0,0,NM_013388,NP_037520,10113,PREB,SEC12,protein-coding,2p23.3,prolactin regulatory element binding
7904,XP_016881380.1;XP_016881378.1;XP_011524424.1,0,0,0,XM_011526122 XM_017025889 XM_017025891,XP_011524424 XP_016881378 XP_016881380,57724,EPG5,HEEW1 KIAA1632 VICIS,protein-coding,18q12.3-q21.1,ectopic P-granules autophagy protein 5 homolog
7905,REV__NP_005887.2,0,2,0,---,---,---,---,---,---,---,---
7906,NP_001152758.1;NP_114408.3,0,0,0,NM_001159286 NM_032019,NP_001152758 NP_114408,83933,HDAC10,HD10,protein-coding,22q13.33,histone deacetylase 10
7907,NP_060529.4,0,0,0,NM_018059,NP_060529,55698,RADIL,RASIP2,protein-coding,7p22.1,Rap associating with DIL domain
7908,NP_001182351.1;NP_598399.2;NP_116009.2;NP_001122327.1,0,0,0,NM_001128855 NM_001195422 NM_032620 NM_133644,NP_001122327 NP_001182351 NP_116009 NP_598399,84705,GTPBP3,COXPD23 GTPBG3 MSS1 MTGP1 THDF1,protein-coding,19p13.11,GTP binding protein 3 (mitochondrial)
7909,XP_016863477.1;XP_016863476.1;XP_011530131.1,0,0,0,XM_011531829 XM_017007987 XM_017007988,XP_011530131 XP_016863476 XP_016863477,256309,CCDC110,CT52 KM-HN-1 KMHN1,protein-coding,4q35.1,coiled-coil domain containing 110
7910,NP_001167023.1,0,0,0,NM_001173552,NP_001167023,56649,TMPRSS4,CAPH2 MT-SP2 TMPRSS3,protein-coding,11q23.3,"transmembrane protease, serine 4"
7911,XP_005273890.1,0,0,0,XM_005273833,XP_005273890,219988,PATL1,Pat1b hPat1b,protein-coding,11q12.1,"PAT1 homolog 1, processing body mRNA decay factor"
7912,REV__XP_016880166.1,0,2,0,---,---,---,---,---,---,---,---
7913,REV__NP_001309423.1,0,2,0,---,---,---,---,---,---,---,---
7914,XP_016858038.1;XP_016858039.1;XP_016858040.1;XP_016858041.1;XP_016858042.1;XP_016858043.1,0,0,0,XM_017002549 XM_017002550 XM_017002551 XM_017002552 XM_017002553 XM_017002554,XP_016858038 XP_016858039 XP_016858040 XP_016858041 XP_016858042 XP_016858043,8458,TTF2,HuF2 ZGRF6,protein-coding,1p13.1,transcription termination factor 2
7915,NP_058431.2,0,0,0,NM_016823,NP_058431,1398,CRK,CRKII p38,protein-coding,17p13.3,"CRK proto-oncogene, adaptor protein"
7916,NP_000149.3,0,0,0,NM_000158,NP_000149,2632,GBE1,APBD GBE GSD4,protein-coding,3p12.2,"1,4-alpha-glucan branching enzyme 1"
7917,XP_016881666.1;XP_016881667.1;NP_001135974.1;NP_006654.2,0,0,0,NM_001142502 NM_006663 XM_017026177 XM_017026178,NP_001135974 NP_006654 XP_016881666 XP_016881667,10848,PPP1R13L,IASPP NKIP1 RAI RAI4,protein-coding,19q13.32,protein phosphatase 1 regulatory subunit 13 like
7918,NP_443094.3,0,0,0,NM_052862,NP_443094,92241,RCSD1,CAPZIP MK2S4,protein-coding,1q24.2,RCSD domain containing 1
7919,NP_000124.1,0,0,0,NM_000133,NP_000124,2158,F9,F9-p22 FIX HEMB P19 PTC THPH8,protein-coding,Xq27.1,coagulation factor IX
7920,NP_997226.2;NP_001070707.1,0,0,0,NM_001077239 NM_207343,NP_001070707 NP_997226,257160,RNF214,---,protein-coding,11q23.3,ring finger protein 214
7921,NP_001304328.1,0,0,0,NM_001317399,NP_001304328,83892,KCTD10,BTBD28 MSTP028 ULRO61 hBACURD3,protein-coding,12q24.11,potassium channel tetramerization domain containing 10
7922,NP_037458.3;NP_001305638.1,0,0,0,NM_001318709 NM_013326,NP_001305638 NP_037458,29919,C18orf8,HsT2591 MIC1 Mic-1,protein-coding,18q11.2,chromosome 18 open reading frame 8
7923,NP_005491.1,0,0,0,NM_005500,NP_005491,10055,SAE1,AOS1 HSPC140 SUA1 UBLE1A,protein-coding,19q13.32,SUMO1 activating enzyme subunit 1
7924,NP_001880.2;NP_001123514.1;XP_011539049.1,0,0,0,NM_001130042 NM_001889 XM_011540747,NP_001123514 NP_001880 XP_011539049,1429,CRYZ,---,protein-coding,1p31.1,crystallin zeta
