Feature_ID,RowIdentifier,OrigIdentifier,Protein IDs,RefType,Majority protein IDs,Has_Contaminant_Flag,All_Reverse_Flag,Cow_Contaminant_Flag,Target_Species_Flag,Accession_Protein,GeneID,NumGenes,WarningLevel,Fasta headers,Symbol,Alias,Type,Location,Description,TMT11plex-Batch1_TMT-126C,TMT11plex-Batch2_TMT-126C
5496,sp~Q8VDP3~MICA1_MOUSE,sp|Q8VDP3|MICA1_MOUSE,sp|Q8VDP3|MICA1_MOUSE,__Other,sp|Q8VDP3|MICA1_MOUSE,0,0,0,1,Q8VDP3,171580,1,0,sp|Q8VDP3|MICA1_MOUSE [F-actin]-monooxygenase MICAL1 OS=Mus musculus OX=10090 GN=Mical1 PE=1 SV=1,Mical1,MICAL MICAL-1 Nical,protein-coding,10|10_B2,"microtubule associated monooxygenase, calponin and LIM domain containing 1 ||| [F-actin]-monooxygenase MICAL1",15.8968675,15.8968675
4480,sp~Q8BUE4~FSP1_MOUSE,sp|Q8BUE4|FSP1_MOUSE,sp|Q8BUE4|FSP1_MOUSE,__Other,sp|Q8BUE4|FSP1_MOUSE,0,0,0,1,Q8BUE4,71361,1,0,sp|Q8BUE4|FSP1_MOUSE Ferroptosis suppressor protein 1 OS=Mus musculus OX=10090 GN=Aifm2 PE=1 SV=1,Aifm2,5430437E11Rik Amid D730001I10Rik PRG3,protein-coding,10|10_B4,"apoptosis-inducing factor, mitochondrion-associated 2 ||| Apoptosis-inducing factor 2",14.95533592,14.95533592
1234,sp~P20029~BIP_MOUSE,sp|P20029|BIP_MOUSE,sp|P20029|BIP_MOUSE,__Other,sp|P20029|BIP_MOUSE,0,0,0,1,P20029,14828,1,0,sp|P20029|BIP_MOUSE Endoplasmic reticulum chaperone BiP OS=Mus musculus OX=10090 GN=Hspa5 PE=1 SV=3,Hspa5,AL022860 AU019543 Bip D2Wsu141e D2Wsu17e Grp78 Hsce70 SEZ-7 Sez7 baffled mBiP,protein-coding,2_B|2_22.94_cM,heat shock protein 5 ||| Endoplasmic reticulum chaperone BiP,19.80917247,19.80917247
5818,sp~Q91Z92~B3GT6_MOUSE,sp|Q91Z92|B3GT6_MOUSE,sp|Q91Z92|B3GT6_MOUSE,__Other,sp|Q91Z92|B3GT6_MOUSE,0,0,0,1,Q91Z92,117592,1,0,"sp|Q91Z92|B3GT6_MOUSE Beta-1,3-galactosyltransferase 6 OS=Mus musculus OX=10090 GN=B3galt6 PE=2 SV=1",B3galt6,BB129894 GalTII,protein-coding,4|4_E2,"UDP-Gal:betaGal beta 1,3-galactosyltransferase, polypeptide 6 ||| Beta-1,3-galactosyltransferase 6",12.15210516,12.15210516
3928,sp~Q80UN1~KCTD9_MOUSE,sp|Q80UN1|KCTD9_MOUSE,sp|Q80UN1|KCTD9_MOUSE,__Other,sp|Q80UN1|KCTD9_MOUSE,0,0,0,1,Q80UN1,105440,1,0,sp|Q80UN1|KCTD9_MOUSE BTB/POZ domain-containing protein KCTD9 OS=Mus musculus OX=10090 GN=Kctd9 PE=2 SV=1,Kctd9,---,protein-coding,14|14_D1,potassium channel tetramerisation domain containing 9 ||| BTB/POZ domain-containing protein KCTD9,7.345981766,
3002,sp~Q60631~GRB2_MOUSE,sp|Q60631|GRB2_MOUSE,sp|Q60631|GRB2_MOUSE,__Other,sp|Q60631|GRB2_MOUSE,0,0,0,1,Q60631,14784,1,0,sp|Q60631|GRB2_MOUSE Growth factor receptor-bound protein 2 OS=Mus musculus OX=10090 GN=Grb2 PE=1 SV=1,Grb2,AA408164 Ash,protein-coding,11_E2|11_80.91_cM,growth factor receptor bound protein 2 ||| Growth factor receptor-bound protein 2,14.80069924,14.80069924
3501,sp~Q6KAR6~EXOC3_MOUSE,sp|Q6KAR6|EXOC3_MOUSE,sp|Q6KAR6|EXOC3_MOUSE,__Other,sp|Q6KAR6|EXOC3_MOUSE,0,0,0,1,Q6KAR6,211446,1,0,sp|Q6KAR6|EXOC3_MOUSE Exocyst complex component 3 OS=Mus musculus OX=10090 GN=Exoc3 PE=1 SV=2,Exoc3,2810050O03Rik E430013E20Rik Sec6 Sec6l1,protein-coding,13|13_C1,exocyst complex component 3,14.84230766,14.84230766
1064,sp~P10810~CD14_MOUSE,sp|P10810|CD14_MOUSE,sp|P10810|CD14_MOUSE,__Other,sp|P10810|CD14_MOUSE,0,0,0,1,P10810,12475,1,0,sp|P10810|CD14_MOUSE Monocyte differentiation antigen CD14 OS=Mus musculus OX=10090 GN=Cd14 PE=1 SV=1,Cd14,---,protein-coding,18_B2|18_19.46_cM,CD14 antigen ||| Monocyte differentiation antigen CD14,14.21123159,14.21123159
6789,sp~Q9D2V7~CORO7_MOUSE,sp|Q9D2V7|CORO7_MOUSE,sp|Q9D2V7|CORO7_MOUSE,__Other,sp|Q9D2V7|CORO7_MOUSE,0,0,0,1,Q9D2V7,78885,1,0,sp|Q9D2V7|CORO7_MOUSE Coronin-7 OS=Mus musculus OX=10090 GN=Coro7 PE=1 SV=2,Coro7,0610011B16Rik AW048373 AW556392,protein-coding,16_A1|16_2.45_cM,coronin 7 ||| Coronin-7,15.88498441,15.88498441
4236,sp~Q8BHW2~OSCP1_MOUSE,sp|Q8BHW2|OSCP1_MOUSE,sp|Q8BHW2|OSCP1_MOUSE,__Other,sp|Q8BHW2|OSCP1_MOUSE,0,0,0,1,Q8BHW2,230751,1,0,sp|Q8BHW2|OSCP1_MOUSE Protein OSCP1 OS=Mus musculus OX=10090 GN=Oscp1 PE=1 SV=1,Oscp1,1810007P19Rik 5730415O04 6030436A01Rik,protein-coding,4|4_D2.2,organic solute carrier partner 1 ||| Protein OSCP1,7.143944366,
997,sp~P08113~ENPL_MOUSE,sp|P08113|ENPL_MOUSE,sp|P08113|ENPL_MOUSE,__Other,sp|P08113|ENPL_MOUSE,0,0,0,1,P08113,22027,1,0,sp|P08113|ENPL_MOUSE Endoplasmin OS=Mus musculus OX=10090 GN=Hsp90b1 PE=1 SV=2,Hsp90b1,ERp99 GRP94 TA-3 Targ2 Tra-1 Tra1 endoplasmin gp96,protein-coding,10_C1|10_43.05_cM,"heat shock protein 90, beta (Grp94), member 1 ||| Endoplasmin",20.02118449,20.02118449
4152,sp~Q8BGS1~E41L5_MOUSE,sp|Q8BGS1|E41L5_MOUSE,sp|Q8BGS1|E41L5_MOUSE,__Other,sp|Q8BGS1|E41L5_MOUSE,0,0,0,1,Q8BGS1,226352,1,0,sp|Q8BGS1|E41L5_MOUSE Band 4.1-like protein 5 OS=Mus musculus OX=10090 GN=Epb41l5 PE=1 SV=1,Epb41l5,1700030C16Rik AL022914 BE37 E230025E14Rik Epb4.1l5 Lulu1 NBL5,protein-coding,1|1_E2.3,erythrocyte membrane protein band 4.1 like 5 ||| Band 4.1-like protein 5,15.63671874,15.63671874
3721,sp~Q6ZPY2~SMG5_MOUSE,sp|Q6ZPY2|SMG5_MOUSE,sp|Q6ZPY2|SMG5_MOUSE,__Other,sp|Q6ZPY2|SMG5_MOUSE,0,0,0,1,Q6ZPY2,229512,1,0,sp|Q6ZPY2|SMG5_MOUSE Protein SMG5 OS=Mus musculus OX=10090 GN=Smg5 PE=1 SV=2,Smg5,BC024683 mKIAA1089,protein-coding,3|3_F1,"Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans) ||| Protein SMG5",8.829151886,
6087,sp~Q99KV1~DJB11_MOUSE,sp|Q99KV1|DJB11_MOUSE,sp|Q99KV1|DJB11_MOUSE,__Other,sp|Q99KV1|DJB11_MOUSE,0,0,0,1,Q99KV1,67838,1,0,sp|Q99KV1|DJB11_MOUSE DnaJ homolog subfamily B member 11 OS=Mus musculus OX=10090 GN=Dnajb11 PE=1 SV=1,Dnajb11,1810031F23Rik ABBP-2 AL024055 Dj9 ERdj3 ERj3p,protein-coding,16|16_B1,DnaJ heat shock protein family (Hsp40) member B11 ||| DnaJ homolog subfamily B member 11,14.43588711,14.43588711
6024,sp~Q99JP6~HOME3_MOUSE,sp|Q99JP6|HOME3_MOUSE,sp|Q99JP6|HOME3_MOUSE,__Other,sp|Q99JP6|HOME3_MOUSE,0,0,0,1,Q99JP6,26558,1,0,sp|Q99JP6|HOME3_MOUSE Homer protein homolog 3 OS=Mus musculus OX=10090 GN=Homer3 PE=1 SV=2,Homer3,AW146114,protein-coding,8|8_B3.3,homer scaffolding protein 3 ||| Homer protein homolog 3,15.27278701,15.27278701
1030,sp~P09803~CADH1_MOUSE;sp~P10287~CADH3_MOUSE,sp|P09803|CADH1_MOUSE;sp|P10287|CADH3_MOUSE,sp|P09803|CADH1_MOUSE;sp|P10287|CADH3_MOUSE,__Other,sp|P09803|CADH1_MOUSE,0,0,0,1,P09803 P10287,12550 12560,2,3,sp|P09803|CADH1_MOUSE Cadherin-1 OS=Mus musculus OX=10090 GN=Cdh1 PE=1 SV=1,Cdh1 Cdh3,AA960649 ARC-1 E-cad Ecad L-CAM UVO Um AI385538 Cadp Cdhp P-cadherin Pcad,protein-coding,8_D3!8_53.18_cM!8_D3!8_53.16_cM,cadherin 1 ||| Cadherin-1 ||| cadherin 3 ||| Cadherin-3,17.19210377,17.19210377
4173,sp~Q8BH15~CNO10_MOUSE,sp|Q8BH15|CNO10_MOUSE,sp|Q8BH15|CNO10_MOUSE,__Other,sp|Q8BH15|CNO10_MOUSE,0,0,0,1,Q8BH15,78893,1,0,sp|Q8BH15|CNO10_MOUSE CCR4-NOT transcription complex subunit 10 OS=Mus musculus OX=10090 GN=Cnot10 PE=1 SV=1,Cnot10,2600001P13Rik,protein-coding,9|9_F3,"CCR4-NOT transcription complex, subunit 10 ||| CCR4-NOT transcription complex subunit 10",13.27517341,13.27517341
612,sp~O54824~IL16_MOUSE,sp|O54824|IL16_MOUSE,sp|O54824|IL16_MOUSE,__Other,sp|O54824|IL16_MOUSE,0,0,0,1,O54824,16170,1,0,sp|O54824|IL16_MOUSE Pro-interleukin-16 OS=Mus musculus OX=10090 GN=Il16 PE=1 SV=3,Il16,mKIAA4048,protein-coding,7_D3|7_47.43_cM,interleukin 16 ||| Pro-interleukin-16,14.69633038,14.69633038
2909,sp~Q5M9N4~PIGH_MOUSE,sp|Q5M9N4|PIGH_MOUSE,sp|Q5M9N4|PIGH_MOUSE,__Other,sp|Q5M9N4|PIGH_MOUSE,0,0,0,1,Q5M9N4,110417,1,0,sp|Q5M9N4|PIGH_MOUSE Phosphatidylinositol N-acetylglucosaminyltransferase subunit H OS=Mus musculus OX=10090 GN=Pigh PE=2 SV=1,Pigh,2210416H01Rik A930028P05Rik,protein-coding,12_C3|12_35.51_cM,"phosphatidylinositol glycan anchor biosynthesis, class H ||| Phosphatidylinositol N-acetylglucosaminyltransferase subunit H",10.52062169,10.52062169
4873,sp~Q8CGF1~RHG29_MOUSE,sp|Q8CGF1|RHG29_MOUSE,sp|Q8CGF1|RHG29_MOUSE,__Other,sp|Q8CGF1|RHG29_MOUSE,0,0,0,1,Q8CGF1,214137,1,0,sp|Q8CGF1|RHG29_MOUSE Rho GTPase-activating protein 29 OS=Mus musculus OX=10090 GN=Arhgap29 PE=1 SV=1,Arhgap29,6720461J18Rik A830014I19 AU040217 B130017I01Rik C76601 Parg1,protein-coding,3|3_G1,Rho GTPase activating protein 29 ||| Rho GTPase-activating protein 29,13.60922584,13.60922584
6050,sp~Q99K48~NONO_MOUSE,sp|Q99K48|NONO_MOUSE,sp|Q99K48|NONO_MOUSE,__Other,sp|Q99K48|NONO_MOUSE,0,0,0,1,Q99K48,53610,1,0,sp|Q99K48|NONO_MOUSE Non-POU domain-containing octamer-binding protein OS=Mus musculus OX=10090 GN=Nono PE=1 SV=3,Nono,AA407051 AV149256 NRB54 P54NRB nonA,protein-coding,X|X_D,"non-POU-domain-containing, octamer binding protein ||| Non-POU domain-containing octamer-binding protein",17.85808938,17.85808938
2966,sp~Q5SXY1~CYTSB_MOUSE,sp|Q5SXY1|CYTSB_MOUSE,sp|Q5SXY1|CYTSB_MOUSE,__Other,sp|Q5SXY1|CYTSB_MOUSE,0,0,0,1,Q5SXY1,432572,1,0,sp|Q5SXY1|CYTSB_MOUSE Cytospin-B OS=Mus musculus OX=10090 GN=Specc1 PE=1 SV=2,Specc1,2810012G08Rik B230396K10Rik Cytsb,protein-coding,11|11_B2,sperm antigen with calponin homology and coiled-coil domains 1 ||| Cytospin-B,15.83520179,15.83520179
1380,sp~P28741~KIF3A_MOUSE;sp~P33174~KIF4_MOUSE,sp|P28741|KIF3A_MOUSE;sp|P33174|KIF4_MOUSE,sp|P28741|KIF3A_MOUSE;sp|P33174|KIF4_MOUSE,__Other,sp|P28741|KIF3A_MOUSE,0,0,0,1,P28741 P33174,16568 16571,2,3,sp|P28741|KIF3A_MOUSE Kinesin-like protein KIF3A OS=Mus musculus OX=10090 GN=Kif3a PE=1 SV=2,Kif3a Kif4,Kif3 Kifl Kns3 AI323435 D330050K22Rik Kns4,protein-coding,11_B1.3!11_31.97_cM!X_C3!X_43.72_cM,kinesin family member 3A ||| Kinesin-like protein KIF3A ||| kinesin family member 4 ||| Chromosome-associated kinesin KIF4,12.56920759,12.56920759
1376,sp~P28667~MRP_MOUSE,sp|P28667|MRP_MOUSE,sp|P28667|MRP_MOUSE,__Other,sp|P28667|MRP_MOUSE,0,0,0,1,P28667,17357,1,0,sp|P28667|MRP_MOUSE MARCKS-related protein OS=Mus musculus OX=10090 GN=Marcksl1 PE=1 SV=2,Marcksl1,AL022768 AW215397 AW536807 D4Bc1 F52 MacMARCKS Macs2 Macs3 Mlp Mrp,protein-coding,4_D2.2|4_63.26_cM,MARCKS-like 1 ||| MARCKS-related protein,13.50587892,13.50587892
4497,sp~Q8BVA4~LMOD1_MOUSE,sp|Q8BVA4|LMOD1_MOUSE,sp|Q8BVA4|LMOD1_MOUSE,__Other,sp|Q8BVA4|LMOD1_MOUSE,0,0,0,1,Q8BVA4,93689,1,0,sp|Q8BVA4|LMOD1_MOUSE Leiomodin-1 OS=Mus musculus OX=10090 GN=Lmod1 PE=1 SV=1,Lmod1,9530015K06Rik SM-Lmod,protein-coding,1|1_E4,leiomodin 1 (smooth muscle) ||| Leiomodin-1,11.0663447,11.0663447
537,sp~O35465~FKBP8_MOUSE,sp|O35465|FKBP8_MOUSE,sp|O35465|FKBP8_MOUSE,__Other,sp|O35465|FKBP8_MOUSE,0,0,0,1,O35465,14232,1,0,sp|O35465|FKBP8_MOUSE Peptidyl-prolyl cis-trans isomerase FKBP8 OS=Mus musculus OX=10090 GN=Fkbp8 PE=1 SV=2,Fkbp8,38kDa FKBP-38 FKBP-8 FKBPR38 Fkbp38 mFKBP38,protein-coding,8|8_B3.3,FK506 binding protein 8 ||| Peptidyl-prolyl cis-trans isomerase FKBP8,14.66595826,14.66595826
2184,sp~P70445~4EBP2_MOUSE,sp|P70445|4EBP2_MOUSE,sp|P70445|4EBP2_MOUSE,__Other,sp|P70445|4EBP2_MOUSE,0,0,0,1,P70445,13688,1,0,sp|P70445|4EBP2_MOUSE Eukaryotic translation initiation factor 4E-binding protein 2 OS=Mus musculus OX=10090 GN=Eif4ebp2 PE=1 SV=1,Eif4ebp2,2810011I19Rik 4E-BP2 AA792569 BC010348 PHAS-II,protein-coding,10_B4|10_32.21_cM,eukaryotic translation initiation factor 4E binding protein 2 ||| Eukaryotic translation initiation factor 4E-binding protein 2,10.79892827,10.79892827
5612,sp~Q91VC3~IF4A3_MOUSE,sp|Q91VC3|IF4A3_MOUSE,sp|Q91VC3|IF4A3_MOUSE,__Other,sp|Q91VC3|IF4A3_MOUSE,0,0,0,1,Q91VC3,192170 434080,2,3,sp|Q91VC3|IF4A3_MOUSE Eukaryotic initiation factor 4A-III OS=Mus musculus OX=10090 GN=Eif4a3 PE=1 SV=3,Eif4a3 Eif4a3l2,2400003O03Rik Ddx48 eIF4A-III mKIAA0111 EG434080 Gm5580,protein-coding|pseudo,11!11_E2!6!6_E3,eukaryotic translation initiation factor 4A3 ||| eukaryotic translation initiation factor 4A3 like 2 ||| Eukaryotic initiation factor 4A-III,16.73951371,16.73951371
1016,sp~P09036~ISK1_MOUSE,sp|P09036|ISK1_MOUSE,sp|P09036|ISK1_MOUSE,__Other,sp|P09036|ISK1_MOUSE,0,0,0,1,P09036,20730,1,0,sp|P09036|ISK1_MOUSE Serine protease inhibitor Kazal-type 1 OS=Mus musculus OX=10090 GN=Spink1 PE=1 SV=1,Spink1,Spink3 p12,protein-coding,18|18_B3,"serine peptidase inhibitor, Kazal type 1 ||| Serine protease inhibitor Kazal-type 1",9.232610358,9.232610358
3377,sp~Q64430~ATP7A_MOUSE,sp|Q64430|ATP7A_MOUSE,sp|Q64430|ATP7A_MOUSE,__Other,sp|Q64430|ATP7A_MOUSE,0,0,0,1,Q64430,11977,1,0,sp|Q64430|ATP7A_MOUSE Copper-transporting ATPase 1 OS=Mus musculus OX=10090 GN=Atp7a PE=1 SV=3,Atp7a,MNK,protein-coding,X_D|X_47.36_cM,"ATPase, Cu++ transporting, alpha polypeptide ||| Copper-transporting ATPase 1",14.5193316,14.5193316
5455,sp~Q8VCS0~PGRP2_MOUSE,sp|Q8VCS0|PGRP2_MOUSE,sp|Q8VCS0|PGRP2_MOUSE,__Other,sp|Q8VCS0|PGRP2_MOUSE,0,0,0,1,Q8VCS0,57757,1,0,sp|Q8VCS0|PGRP2_MOUSE N-acetylmuramoyl-L-alanine amidase OS=Mus musculus OX=10090 GN=Pglyrp2 PE=1 SV=1,Pglyrp2,C730002N09Rik PGRP-L Pglyrpl tagL,protein-coding,17|17_B1,peptidoglycan recognition protein 2 ||| N-acetylmuramoyl-L-alanine amidase,10.63560911,10.63560911
1072,sp~P11103~PARP1_MOUSE,sp|P11103|PARP1_MOUSE,sp|P11103|PARP1_MOUSE,__Other,sp|P11103|PARP1_MOUSE,0,0,0,1,P11103,11545,1,0,sp|P11103|PARP1_MOUSE Poly [ADP-ribose] polymerase 1 OS=Mus musculus OX=10090 GN=Parp1 PE=1 SV=3,Parp1,5830444G22Rik AI893648 ARTD1 Adprp Adprt1 C80510 PARP PPOL msPARP parp-1 sPARP-1,protein-coding,1_H4|1_84.44_cM,"poly (ADP-ribose) polymerase family, member 1 ||| Poly [ADP-ribose] polymerase 1",16.065066,16.065066
6043,sp~Q99JY8~PLPP3_MOUSE,sp|Q99JY8|PLPP3_MOUSE,sp|Q99JY8|PLPP3_MOUSE,__Other,sp|Q99JY8|PLPP3_MOUSE,0,0,0,1,Q99JY8,67916,1,0,sp|Q99JY8|PLPP3_MOUSE Phospholipid phosphatase 3 OS=Mus musculus OX=10090 GN=Plpp3 PE=1 SV=1,Plpp3,1110003O22Rik 2610002D05Rik AV025606 D4Bwg0538e D4Bwg1535e Lpp3 PRG-2 Ppab2b Ppap2b,protein-coding,4_C6|4_49.18_cM,phospholipid phosphatase 3,12.87636077,12.87636077
6465,sp~Q9CT10~RANB3_MOUSE,sp|Q9CT10|RANB3_MOUSE,sp|Q9CT10|RANB3_MOUSE,__Other,sp|Q9CT10|RANB3_MOUSE,0,0,0,1,Q9CT10,71810,1,0,sp|Q9CT10|RANB3_MOUSE Ran-binding protein 3 OS=Mus musculus OX=10090 GN=Ranbp3 PE=1 SV=2,Ranbp3,2610024N24Rik AA408221,protein-coding,17|17_D,RAN binding protein 3 ||| Ran-binding protein 3,14.52601851,14.52601851
797,sp~O88685~PRS6A_MOUSE,sp|O88685|PRS6A_MOUSE,sp|O88685|PRS6A_MOUSE,__Other,sp|O88685|PRS6A_MOUSE,0,0,0,1,O88685,19182,1,0,sp|O88685|PRS6A_MOUSE 26S proteasome regulatory subunit 6A OS=Mus musculus OX=10090 GN=Psmc3 PE=1 SV=2,Psmc3,TBP-1,protein-coding,2_E1|2_50.44_cM,"proteasome (prosome, macropain) 26S subunit, ATPase 3 ||| 26S proteasome regulatory subunit 6A",16.67473592,16.67473592
3527,sp~Q6NZB0~DNJC8_MOUSE,sp|Q6NZB0|DNJC8_MOUSE,sp|Q6NZB0|DNJC8_MOUSE,__Other,sp|Q6NZB0|DNJC8_MOUSE,0,0,0,1,Q6NZB0,68598,1,0,sp|Q6NZB0|DNJC8_MOUSE DnaJ homolog subfamily C member 8 OS=Mus musculus OX=10090 GN=Dnajc8 PE=1 SV=2,Dnajc8,1110021D09Rik 2010009J04Rik AL024084 AU019262 AU044514,protein-coding,4|4_D2.3,DnaJ heat shock protein family (Hsp40) member C8 ||| DnaJ homolog subfamily C member 8,15.86934758,15.86934758
4118,sp~Q8BGA5~KRR1_MOUSE,sp|Q8BGA5|KRR1_MOUSE,sp|Q8BGA5|KRR1_MOUSE,__Other,sp|Q8BGA5|KRR1_MOUSE,0,0,0,1,Q8BGA5,52705,1,0,sp|Q8BGA5|KRR1_MOUSE KRR1 small subunit processome component homolog OS=Mus musculus OX=10090 GN=Krr1 PE=2 SV=1,Krr1,2610511F02Rik AI255219 AI428520 D10Ertd773e Hrb2,protein-coding,10_D2|10_59.97_cM,"KRR1, small subunit (SSU) processome component, homolog (yeast) ||| KRR1 small subunit processome component homolog",14.08918631,14.08918631
960,sp~P00342~LDHC_MOUSE;sp~P06151~LDHA_MOUSE,sp|P06151|LDHA_MOUSE;sp|P00342|LDHC_MOUSE,sp|P00342|LDHC_MOUSE;sp|P06151|LDHA_MOUSE,__Other,sp|P06151|LDHA_MOUSE,0,0,0,1,P06151 P00342,16828 16833,2,3,sp|P06151|LDHA_MOUSE L-lactate dehydrogenase A chain OS=Mus musculus OX=10090 GN=Ldha PE=1 SV=3,Ldha Ldhc,Ldh1 Ldhm l7R2 LDH-C4 Ldh-3 Ldh-x Ldh3 Ldhc4,protein-coding,7_B3!7_30.6_cM,lactate dehydrogenase A ||| L-lactate dehydrogenase A chain ||| lactate dehydrogenase C ||| L-lactate dehydrogenase C chain,18.77276324,18.77276324
6909,sp~Q9D819~IPYR_MOUSE,sp|Q9D819|IPYR_MOUSE,sp|Q9D819|IPYR_MOUSE,__Other,sp|Q9D819|IPYR_MOUSE,0,0,0,1,Q9D819,67895,1,0,sp|Q9D819|IPYR_MOUSE Inorganic pyrophosphatase OS=Mus musculus OX=10090 GN=Ppa1 PE=1 SV=1,Ppa1,2010317E03Rik Pyp,protein-coding,10_B4|10_32.25_cM,pyrophosphatase (inorganic) 1 ||| Inorganic pyrophosphatase,16.57074447,16.57074447
3604,sp~Q6PAL7~AHDC1_MOUSE,sp|Q6PAL7|AHDC1_MOUSE,sp|Q6PAL7|AHDC1_MOUSE,__Other,sp|Q6PAL7|AHDC1_MOUSE,0,0,0,1,Q6PAL7,230793,1,0,sp|Q6PAL7|AHDC1_MOUSE AT-hook DNA-binding motif-containing protein 1 OS=Mus musculus OX=10090 GN=Ahdc1 PE=1 SV=1,Ahdc1,D030015G18Rik,protein-coding,4|4_D2.3,"AT hook, DNA binding motif, containing 1 ||| AT-hook DNA-binding motif-containing protein 1",10.33147682,
2021,sp~P62743~AP2S1_MOUSE,sp|P62743|AP2S1_MOUSE,sp|P62743|AP2S1_MOUSE,__Other,sp|P62743|AP2S1_MOUSE,0,0,0,1,P62743,232910,1,0,sp|P62743|AP2S1_MOUSE AP-2 complex subunit sigma OS=Mus musculus OX=10090 GN=Ap2s1 PE=1 SV=1,Ap2s1,AI043088,protein-coding,7|7_A2,"adaptor-related protein complex 2, sigma 1 subunit ||| AP-2 complex subunit sigma",14.39917868,14.39917868
3420,sp~Q673H1~TUSC1_MOUSE,sp|Q673H1|TUSC1_MOUSE,sp|Q673H1|TUSC1_MOUSE,__Other,sp|Q673H1|TUSC1_MOUSE,0,0,0,1,Q673H1,69136,1,0,sp|Q673H1|TUSC1_MOUSE Tumor suppressor candidate gene 1 protein homolog OS=Mus musculus OX=10090 GN=Tusc1 PE=1 SV=1,Tusc1,2200001D17Rik TSG-9,protein-coding,4|4_C5,tumor suppressor candidate 1 ||| Tumor suppressor candidate gene 1 protein homolog,9.062170214,9.062170214
7441,sp~Q9JKN1~ZNT7_MOUSE,sp|Q9JKN1|ZNT7_MOUSE,sp|Q9JKN1|ZNT7_MOUSE,__Other,sp|Q9JKN1|ZNT7_MOUSE,0,0,0,1,Q9JKN1,66500,1,0,sp|Q9JKN1|ZNT7_MOUSE Zinc transporter 7 OS=Mus musculus OX=10090 GN=Slc30a7 PE=1 SV=1,Slc30a7,1810059J10Rik 2610034N15Rik 4833428C12Rik AI467242 ZnT-7 ZnT7 Zntl2,protein-coding,3|3_G1,"solute carrier family 30 (zinc transporter), member 7 ||| Zinc transporter 7",12.62665121,12.62665121
6020,sp~Q99JI6~RAP1B_MOUSE,sp|Q99JI6|RAP1B_MOUSE,sp|Q99JI6|RAP1B_MOUSE,__Other,sp|Q99JI6|RAP1B_MOUSE,0,0,0,1,Q99JI6,215449,1,0,sp|Q99JI6|RAP1B_MOUSE Ras-related protein Rap-1b OS=Mus musculus OX=10090 GN=Rap1b PE=1 SV=2,Rap1b,2810443E11Rik,protein-coding,10|10_D2,RAS related protein 1b ||| Ras-related protein Rap-1b,17.21978993,17.21978993
3824,sp~Q7TNE3~SPAG7_MOUSE,sp|Q7TNE3|SPAG7_MOUSE,sp|Q7TNE3|SPAG7_MOUSE,__Other,sp|Q7TNE3|SPAG7_MOUSE,0,0,0,1,Q7TNE3,216873,1,0,sp|Q7TNE3|SPAG7_MOUSE Sperm-associated antigen 7 OS=Mus musculus OX=10090 GN=Spag7 PE=1 SV=1,Spag7,5730443G10 ACRP FSA-1 Fsa1l,protein-coding,11_B3|11_43.21_cM,sperm associated antigen 7 ||| Sperm-associated antigen 7,13.66685043,13.66685043
442,sp~O08800~SPB8_MOUSE,sp|O08800|SPB8_MOUSE,sp|O08800|SPB8_MOUSE,__Other,sp|O08800|SPB8_MOUSE,0,0,0,1,O08800,20725,1,0,sp|O08800|SPB8_MOUSE Serpin B8 OS=Mus musculus OX=10090 GN=Serpinb8 PE=1 SV=2,Serpinb8,CAP-2 CAP2 NK10 Spi8 ovalbumin,protein-coding,1|1_E2.1,"serine (or cysteine) peptidase inhibitor, clade B, member 8 ||| Serpin B8",12.89671363,12.89671363
6438,sp~Q9CRA8~EXOS5_MOUSE,sp|Q9CRA8|EXOS5_MOUSE,sp|Q9CRA8|EXOS5_MOUSE,__Other,sp|Q9CRA8|EXOS5_MOUSE,0,0,0,1,Q9CRA8,27998,1,0,sp|Q9CRA8|EXOS5_MOUSE Exosome complex component RRP46 OS=Mus musculus OX=10090 GN=Exosc5 PE=1 SV=1,Exosc5,D7Wsu180e,protein-coding,7_A3|7_13.96_cM,exosome component 5 ||| Exosome complex component RRP46,13.84830651,13.84830651
1930,sp~P60904~DNJC5_MOUSE,sp|P60904|DNJC5_MOUSE,sp|P60904|DNJC5_MOUSE,__Other,sp|P60904|DNJC5_MOUSE,0,0,0,1,P60904,13002,1,0,sp|P60904|DNJC5_MOUSE DnaJ homolog subfamily C member 5 OS=Mus musculus OX=10090 GN=Dnajc5 PE=1 SV=1,Dnajc5,2610314I24Rik AU018536 Csp,protein-coding,2_H4|2_103.63_cM,DnaJ heat shock protein family (Hsp40) member C5 ||| DnaJ homolog subfamily C member 5,12.25776151,12.25776151
2324,sp~P97864~CASP7_MOUSE,sp|P97864|CASP7_MOUSE,sp|P97864|CASP7_MOUSE,__Other,sp|P97864|CASP7_MOUSE,0,0,0,1,P97864,12369,1,0,sp|P97864|CASP7_MOUSE Caspase-7 OS=Mus musculus OX=10090 GN=Casp7 PE=1 SV=2,Casp7,AI314680 CMH-1 ICE-IAP3 Mch3 caspase-7 mCASP-7,protein-coding,19_D2|19_51.84_cM,caspase 7 ||| Caspase-7,14.04645866,14.04645866
